t, ax, ay, alpha, w1, w2, w3, u1, u2, u3, vbx_sp, vby_sp, wb_sp
0.5100, -1.8200, -0.3700, 6.1111, 11.9002, 0.0000, -7.1399, -14.5571, 27.0992, -15.1704, 0.3500, 0.0000, 0.0000
0.5200, 1.7100, -1.1400, 6.1122, 9.5198, 19.0396, -14.2800, -13.8818, 25.9318, -14.6773, 0.3500, 0.0000, 0.0000
0.5300, -1.6100, 1.6800, 6.1133, -9.5201, -2.3799, -2.3800, -14.2391, 27.5449, -14.7941, 0.3500, 0.0000, 0.0000
0.5400, -0.2100, -0.5800, 6.1133, -4.7600, -9.5201, 0.0000, -14.7294, 28.1685, -14.9342, 0.3500, 0.0000, 0.0000
0.5500, 2.1700, -1.3200, 6.1133, -9.5201, -9.5201, 9.5199, -13.5149, 28.2131, -15.2011, 0.3500, 0.0000, 0.0000
0.5600, -0.1700, -1.0700, 6.1133, 2.3799, 4.7603, 7.1400, -13.9015, 28.0002, -14.8123, 0.3500, 0.0000, 0.0000
0.5700, -0.7700, 0.2300, 6.1133, -7.1402, 14.2798, -2.3800, -13.1516, 28.3126, -14.2997, 0.3500, 0.0000, 0.0000
0.5800, 1.1100, 2.3500, 6.1167, 0.0000, -19.0401, -4.7600, -12.6855, 29.4148, -14.2613, 0.3500, 0.0000, 0.0000
0.5900, 0.2100, 0.3900, 6.1189, -7.1399, 11.8999, -4.7600, -13.4927, 28.3351, -15.1193, 0.3500, 0.0000, 0.0000
0.6000, 0.4800, 0.3300, 6.1211, 0.0000, 4.7598, 2.3800, -13.7163, 29.1621, -14.7770, 0.3500, 0.0000, 0.0000
0.6100, 0.2100, -0.4600, 6.1233, 11.8999, 4.7598, -4.7599, -14.8239, 29.6306, -15.0100, 0.3500, 0.0000, 0.0000
0.6200, -1.1900, 0.2900, 6.1233, -4.7600, 7.1397, -11.9001, -14.1672, 28.9917, -14.6219, 0.3500, 0.0000, 0.0000
0.6300, -0.5000, 2.5300, 6.1222, 2.3799, 26.1803, -4.7599, -14.0406, 27.3904, -15.2257, 0.3500, 0.0000, 0.0000
0.6400, -0.3500, -2.1300, 6.1211, 4.7600, 9.5201, -7.1399, -13.7076, 27.7239, -15.3769, 0.3500, 0.0000, 0.0000
0.6500, -3.6300, -1.1700, 6.1211, 7.1399, 30.9401, -21.4200, -14.2579, 28.9680, -14.2367, 0.3500, 0.0000, 0.0000
0.6600, 0.9700, 1.7700, 6.1233, -30.9398, 9.5201, -14.2798, -13.8287, 29.1163, -13.9683, 0.3500, 0.0000, 0.0000
0.6700, 3.3800, 1.6500, 6.1267, 9.5198, 26.1798, 0.0000, -15.0395, 25.4907, -14.6747, 0.3500, 0.0000, 0.0000
0.6800, 0.4800, -2.6000, 6.1289, 4.7600, -7.1402, 0.0000, -15.3387, 27.1653, -14.2946, 0.3500, 0.0000, 0.0000
0.6900, -0.6900, -2.7300, 6.1322, 0.0000, -16.6597, 2.3799, -15.3508, 27.7435, -14.4435, 0.3500, 0.0000, 0.0000
0.7000, 0.0200, 2.2900, 6.1333, -14.2798, 16.6600, -14.2801, -14.7361, 25.3127, -13.8671, 0.3500, 0.0000, 0.0000
0.7100, 1.9100, 2.3400, 6.1333, 19.0401, 16.6600, -11.8999, -15.9027, 24.6608, -14.2447, 0.3500, 0.0000, 0.0000
0.7200, -1.3600, -1.8800, 6.1333, -2.3799, 9.5198, 0.0000, -14.4987, 24.2270, -14.8583, 0.3500, 0.0000, 0.0000
0.7300, -2.8600, 0.0200, 6.1333, 0.0000, 21.4198, -7.1399, -14.5927, 24.0347, -13.8766, 0.3500, 0.0000, 0.0000
0.7400, 0.8500, 0.4700, 6.1322, 7.1402, 4.7600, 0.0000, -15.0429, 23.7432, -14.0370, 0.3500, 0.0000, 0.0000
0.7500, 1.7300, 2.5700, 6.1322, -26.1798, 16.6600, 0.0000, -14.3897, 23.2140, -14.1745, 0.3500, 0.0000, 0.0000
0.7600, 0.0800, -1.5100, 6.1333, -9.5196, 4.7600, -23.8001, -14.4420, 24.2557, -13.5645, 0.3500, 0.0000, 0.0000
0.7700, 0.1100, -2.2200, 6.1356, -19.0401, 0.0000, -9.5201, -14.8512, 25.1439, -13.6182, 0.3500, 0.0000, 0.0000
0.7800, 0.4400, 0.5100, 6.1356, 14.2798, 9.5201, -2.3799, -14.6240, 24.1623, -14.2223, 0.3500, 0.0000, 0.0000
0.7900, -1.2900, 0.2700, 6.1356, -30.9401, 0.0000, -23.8001, -13.8659, 24.7863, -13.7581, 0.3500, 0.0000, 0.0000
0.8000, -3.9300, -0.6100, 6.1356, -16.6597, 2.3799, -7.1399, -14.7425, 29.4241, -13.9721, 0.3500, 0.0000, 0.0000
0.8100, -0.0500, 0.4600, 6.1344, -2.3799, 14.2801, -19.0399, -15.1579, 29.0774, -13.3016, 0.3500, 0.0000, 0.0000
0.8200, 2.9000, -0.2100, 6.1344, -14.2803, 4.7600, -14.2798, -15.0011, 28.3171, -12.2575, 0.3500, 0.0000, 0.0000
0.8300, -2.4000, 2.2600, 6.1367, -4.7603, 14.2801, -7.1399, -15.1227, 28.8286, -12.2699, 0.3500, 0.0000, 0.0000
0.8400, 1.5300, -0.5800, 6.1389, -4.7603, 0.0000, -7.1399, -15.4224, 29.5068, -12.5045, 0.3500, 0.0000, 0.0000
0.8500, 1.4900, -0.0900, 6.1433, -11.9004, 7.1402, -2.3801, -14.2720, 28.7985, -13.2563, 0.3500, 0.0000, 0.0000
0.8600, -1.3800, -0.2900, 6.1478, -11.8999, 7.1399, -2.3801, -14.7000, 29.9284, -14.5628, 0.3500, 0.0000, 0.0000
0.8700, 1.1400, -1.5100, 6.1500, -2.3799, 19.0400, -26.1800, -15.1735, 29.2011, -13.3714, 0.3500, 0.0000, 0.0000
0.8800, -2.1200, 2.1200, 6.1511, -4.7598, 7.1400, 0.0000, -15.0111, 30.0708, -13.9436, 0.3500, 0.0000, 0.0000
0.8900, -3.8000, 1.6400, 6.1500, 0.0000, 4.7599, 9.5201, -14.9242, 30.9029, -15.1150, 0.3500, 0.0000, 0.0000
0.9000, 1.9400, -0.9500, 6.1478, 11.8999, 28.5600, -21.4200, -15.8716, 29.8065, -13.1769, 0.3500, 0.0000, 0.0000
0.9100, -2.5600, 2.3800, 6.1467, -4.7603, 2.3800, -14.2798, -16.5976, 31.0481, -14.0421, 0.3500, 0.0000, 0.0000
0.9200, 0.4000, 1.0700, 6.1444, -33.3200, 4.7600, -4.7600, -15.9928, 30.6153, -15.2796, 0.3500, 0.0000, 0.0000
0.9300, 3.4800, -1.8500, 6.1411, -7.1397, 9.5199, 11.8999, -16.2972, 31.0935, -15.3862, 0.3500, 0.0000, 0.0000
0.9400, -0.4600, -1.8600, 6.1378, 7.1402, 9.5199, -7.1399, -16.5410, 31.1899, -14.7457, 0.3500, 0.0000, 0.0000
0.9500, 1.9700, -0.2200, 6.1367, -9.5201, 14.2800, 0.0000, -16.3094, 30.7476, -14.4223, 0.3500, 0.0000, 0.0000
0.9600, 0.3700, 3.9400, 6.1367, -16.6597, 11.9001, -16.6600, -16.0629, 30.4825, -14.8134, 0.3500, 0.0000, 0.0000
0.9700, 2.6200, -0.6000, 6.1344, -7.1402, 16.6600, -4.7600, -15.1150, 28.6543, -15.6982, 0.3500, 0.0000, 0.0000
0.9800, 0.6900, -0.6200, 6.1322, -4.7603, 4.7600, -9.5198, -15.5361, 29.3016, -13.9195, 0.3500, 0.0000, 0.0000
0.9900, -2.5900, 1.5600, 6.1322, -11.9004, 14.2800, 9.5201, -15.7933, 30.6263, -15.0195, 0.3500, 0.0000, 0.0000
1.0000, 0.9900, 1.7600, 6.1333, -14.2798, -2.3800, 4.7600, -15.7225, 30.8644, -16.5327, 0.3500, 0.0000, 0.0000
1.0100, 3.8300, -1.4800, 6.1333, 9.5201, 16.6600, 0.0000, -15.4986, 29.4446, -15.3233, 0.3500, 0.0000, 0.0000
1.0200, -0.5500, -1.4400, 6.1344, -4.7598, 2.3801, 4.7598, -15.4339, 29.7764, -15.5655, 0.3500, 0.0000, 0.0000
1.0300, -1.0200, 2.3100, 6.1367, -2.3799, 11.9001, -4.7598, -15.4897, 29.1113, -15.6965, 0.3500, 0.0000, 0.0000
1.0400, 1.9700, 0.1300, 6.1400, -16.6597, 7.1399, -2.3799, -14.5005, 27.7160, -15.5362, 0.3500, 0.0000, 0.0000
1.0500, 0.2100, -0.0800, 6.1422, 0.0000, 16.6599, -4.7598, -14.1953, 27.2702, -16.4432, 0.3500, 0.0000, 0.0000
1.0600, -1.1500, -0.1100, 6.1422, -7.1402, 11.8999, 11.8999, -15.2312, 27.0493, -15.5922, 0.3500, 0.0000, 0.0000
1.0700, -1.0900, 2.1300, 6.1422, -4.7603, -19.0401, 4.7598, -16.0051, 30.9746, -17.3251, 0.3500, 0.0000, 0.0000
1.0800, 1.0200, 0.2900, 6.1433, 0.0000, 2.3799, -21.4200, -15.6928, 30.9013, -16.2816, 0.3500, 0.0000, 0.0000
1.0900, 2.2300, -2.3400, 6.1433, 2.3804, 4.7598, -9.5196, -15.0206, 31.6540, -15.5493, 0.3500, 0.0000, 0.0000
1.1000, -0.9400, -0.2400, 6.1444, -2.3804, 11.8999, 0.0000, -15.7442, 30.8600, -16.4298, 0.3500, 0.0000, 0.0000
1.1100, 1.6700, -0.3500, 6.1489, 9.5196, 21.4200, 9.5205, -15.9000, 26.8652, -14.9864, 0.3500, 0.0000, 0.0000
1.1200, 1.1000, 1.8200, 6.1522, -14.2803, -57.1198, -23.7999, -15.5217, 29.6954, -15.7382, 0.3500, 0.0000, 0.0000
1.1300, -1.0100, -0.5100, 6.1511, 2.3794, 38.0797, 2.3804, -15.6134, 29.1289, -16.7386, 0.3500, 0.0000, 0.0000
1.1400, 0.1600, -2.0700, 6.1489, -11.8999, 7.1402, -7.1402, -15.5672, 28.5838, -15.8502, 0.3500, 0.0000, 0.0000
1.1500, -0.8100, 2.2400, 6.1478, -14.2794, 2.3799, 0.0000, -16.1780, 30.5035, -16.7249, 0.3500, 0.0000, 0.0000
1.1600, -1.1200, 1.4000, 6.1489, -14.2803, 0.0000, -4.7598, -16.4450, 32.3451, -16.7657, 0.3500, 0.0000, 0.0000
1.1700, 3.3900, -2.2400, 6.1489, 0.0000, 0.0000, 4.7598, -17.0783, 33.4862, -16.6338, 0.3500, 0.0000, 0.0000
1.1800, -3.5900, 0.7300, 6.1500, 0.0000, 11.8999, -4.7598, -18.9771, 33.8924, -16.4915, 0.3500, 0.0000, 0.0000
1.1900, -0.1600, 1.7000, 6.1544, -2.3800, 0.0000, -4.7607, -18.5984, 33.8102, -16.6230, 0.3500, 0.0000, 0.0000
1.2000, 0.1900, -0.4400, 6.1578, -38.0799, 19.0401, -9.5205, -16.8910, 33.8263, -15.9668, 0.3500, 0.0000, 0.0000
1.2100, -2.7300, -0.2200, 6.1589, -4.7600, 7.1397, 0.0000, -16.7391, 34.4368, -17.0231, 0.3500, 0.0000, 0.0000
1.2200, 3.4400, -0.5900, 6.1589, 7.1400, 9.5201, -21.4205, -17.8218, 35.0216, -15.7145, 0.3500, 0.0000, 0.0000
1.2300, -1.1400, 2.1200, 6.1589, 33.3200, 19.0396, 0.0000, -16.8599, 35.4394, -16.7562, 0.3500, 0.0000, 0.0000
1.2400, 1.6500, -0.8000, 6.1589, -7.1399, 2.3799, 2.3794, -15.5888, 35.4799, -17.3409, 0.3500, 0.0000, 0.0000
1.2500, 1.8100, -0.7600, 6.1589, -2.3800, 11.8999, -11.8999, -15.0496, 34.4434, -16.4799, 0.3500, 0.0000, 0.0000
1.2600, -2.6700, -0.6900, 6.1633, -11.8999, 0.0000, -11.8999, -15.3833, 35.5689, -16.4594, 0.3500, 0.0000, 0.0000
1.2700, -1.9800, 0.4700, 6.1633, -33.3198, -2.3799, -19.0392, -14.8001, 36.7349, -16.0021, 0.3500, 0.0000, 0.0000
1.2800, 2.9000, 2.1700, 6.1700, -2.3801, 16.6602, -11.8999, -16.2376, 33.5848, -16.5712, 0.3500, 0.0000, 0.0000
1.2900, 4.6500, 1.1100, 6.1700, -9.5201, 4.7598, -4.7598, -16.6239, 34.1778, -17.1698, 0.3500, 0.0000, 0.0000
1.3000, -3.8200, -3.0900, 6.1722, 4.7600, 11.8999, 0.0000, -17.8684, 34.6087, -16.7198, 0.3500, 0.0000, 0.0000
1.3100, 0.2800, 1.6400, 6.1711, -4.7600, 0.0000, -7.1402, -15.9661, 31.9234, -16.5936, 0.3500, 0.0000, 0.0000
1.3200, 1.5200, 0.7700, 6.1678, 4.7600, 9.5201, -4.7598, -16.6354, 30.8537, -16.8237, 0.3500, 0.0000, 0.0000
1.3300, 1.0100, -1.2100, 6.1656, -7.1399, 11.8999, 0.0000, -16.2549, 30.8834, -16.1029, 0.3500, 0.0000, 0.0000
1.3400, -3.4500, 3.2900, 6.1633, -9.5200, 19.0401, -11.8999, -14.9191, 29.5030, -15.1326, 0.3500, 0.0000, 0.0000
1.3500, 4.1200, 1.3500, 6.1633, -7.1400, 9.5201, 0.0000, -15.8271, 28.9752, -16.2498, 0.3500, 0.0000, 0.0000
1.3600, 2.4600, -0.0700, 6.1622, -16.6600, 9.5201, 7.1402, -16.6955, 28.8923, -17.1749, 0.3500, 0.0000, 0.0000
1.3700, -1.2600, 0.0500, 6.1622, 0.0000, 26.1800, -14.2803, -17.6400, 27.8390, -15.4457, 0.3500, 0.0000, 0.0000
1.3800, -0.5800, 2.5400, 6.1611, -16.6600, 9.5201, -9.5205, -16.5840, 28.9517, -15.6485, 0.3500, 0.0000, 0.0000
1.3900, 0.5500, -1.1400, 6.1578, -14.2800, 14.2801, 0.0000, -16.7300, 28.4173, -16.3973, 0.3500, 0.0000, 0.0000
1.4000, 0.0000, 0.1000, 6.1533, -9.5199, 0.0000, -40.4596, -15.6144, 28.8731, -14.1031, 0.3500, 0.0000, 0.0000
1.4100, -1.8000, -0.6100, 6.1500, -7.1399, 19.0401, -9.5196, -15.1222, 28.3184, -15.3531, 0.3500, 0.0000, 0.0000
1.4200, 0.4500, 3.1800, 6.1489, 9.5199, -16.6600, 2.3804, -16.8561, 30.2716, -15.3427, 0.3500, 0.0000, 0.0000
1.4300, 3.9000, -0.9800, 6.1500, -11.8999, 7.1399, 0.0000, -17.1402, 32.0445, -14.9308, 0.3500, 0.0000, 0.0000
1.4400, -2.3600, -0.4300, 6.1511, 19.0399, 11.8999, 0.0000, -18.6061, 32.1689, -16.2787, 0.3500, 0.0000, 0.0000
1.4500, 0.9300, 0.5400, 6.1533, -7.1399, 11.8999, -4.7600, -18.7686, 31.8004, -18.2885, 0.3500, 0.0000, 0.0000
1.4600, -2.2200, 1.0800, 6.1567, -7.1400, 0.0000, -7.1400, -18.4911, 32.7856, -18.0868, 0.3500, 0.0000, 0.0000
1.4700, 0.7400, -1.2500, 6.1600, -19.0400, -14.2798, -7.1400, -16.6309, 33.5016, -17.7141, 0.3500, 0.0000, 0.0000
1.4800, -1.0000, -0.9200, 6.1633, -11.9001, 7.1399, 0.0000, -16.3356, 34.1184, -17.0811, 0.3500, 0.0000, 0.0000
1.4900, -0.1300, 1.6300, 6.1667, 2.3800, 11.9001, -7.1400, -15.9792, 34.4853, -16.7459, 0.3500, 0.0000, 0.0000
1.5000, 2.9000, 2.5700, 6.1700, -2.3800, -4.7600, 16.6599, -17.1134, 35.9705, -17.1989, 0.3500, 0.0000, 0.0000
1.5100, -0.1900, 0.2600, 6.1733, 0.0000, 4.7600, -11.9000, -17.2814, 36.3537, -15.4513, 0.3500, 0.0000, 0.0000
1.5200, -1.9400, -0.3100, 6.1767, -4.7600, 30.9399, -9.5200, -17.3187, 34.8786, -14.3400, 0.3500, 0.0000, 0.0000
1.5300, 0.8000, 1.4800, 6.1789, -4.7600, 11.8999, 7.1400, -17.5002, 33.5231, -16.6223, 0.3500, 0.0000, 0.0000
1.5400, -0.2500, 2.9500, 6.1811, 0.0000, 14.2800, 2.3800, -16.3061, 33.3573, -17.2309, 0.3500, 0.0000, 0.0000
1.5500, 0.4400, -2.1000, 6.1811, 0.0000, -9.5199, -45.2199, -15.9457, 35.2825, -15.2315, 0.3500, 0.0000, 0.0000
1.5600, -3.5600, -2.0400, 6.1789, -11.8999, -2.3800, -4.7600, -16.8625, 36.2340, -16.7095, 0.3500, 0.0000, 0.0000
1.5700, 3.1700, 3.4300, 6.1778, -11.8999, 4.7599, -4.7600, -17.0403, 36.1456, -16.4179, 0.3500, 0.0000, 0.0000
1.5800, 2.9200, 0.4500, 6.1789, 4.7600, 11.8999, -4.7600, -18.0214, 34.6049, -16.5555, 0.3500, 0.0000, 0.0000
1.5900, -2.3500, -3.0700, 6.1800, 2.3801, 4.7600, 0.0000, -18.5279, 35.3202, -16.2768, 0.3500, 0.0000, 0.0000
1.6000, 1.1200, -2.1000, 6.1822, -16.6600, 26.1800, -2.3800, -17.9724, 33.9160, -16.4011, 0.3500, 0.0000, 0.0000
1.6100, 3.0700, 0.5500, 6.1867, -4.7600, 14.2800, -11.9000, -17.2786, 32.4582, -17.3433, 0.3500, 0.0000, 0.0000
1.6200, -0.0600, -0.5800, 6.1867, -7.1399, 11.8999, -16.6599, -15.5669, 32.4781, -16.6274, 0.3500, 0.0000, 0.0000
1.6300, 1.3800, -1.4600, 6.1833, -2.3799, 4.7599, -11.8999, -16.3558, 32.4577, -16.6526, 0.3500, 0.0000, 0.0000
1.6400, -3.8900, 1.3600, 6.1822, -2.3801, -2.3800, -19.0400, -16.5932, 31.6649, -16.4357, 0.3500, 0.0000, 0.0000
1.6500, 5.5200, 2.0200, 6.1833, -7.1402, 14.2798, -9.5199, -16.4270, 31.5556, -17.6512, 0.3500, 0.0000, 0.0000
1.6600, 3.8700, -1.0900, 6.1878, -11.8999, 4.7599, 0.0000, -17.0465, 30.9336, -18.1112, 0.3500, 0.0000, 0.0000
1.6700, -0.1500, -0.9700, 6.1878, 11.8999, 2.3804, 0.0000, -17.5236, 33.5978, -18.0429, 0.3500, 0.0000, 0.0000
1.6800, -4.3000, 0.5800, 6.1889, -4.7598, 23.7999, 0.0000, -16.5519, 32.4811, -18.3132, 0.3500, 0.0000, 0.0000
1.6900, 0.3000, -0.3700, 6.1878, -14.2801, 7.1402, 0.0000, -15.5925, 32.8401, -17.8732, 0.3500, 0.0000, 0.0000
1.7000, 2.0100, 0.9900, 6.1833, -2.3801, 9.5201, -7.1399, -16.5022, 32.0707, -17.1613, 0.3500, 0.0000, 0.0000
1.7100, -3.6200, -0.1900, 6.1811, 0.0000, 30.9401, -16.6600, -16.9486, 30.7816, -16.9752, 0.3500, 0.0000, 0.0000
1.7200, 3.9100, 2.1200, 6.1822, 0.0000, -21.4200, -7.1400, -16.7904, 33.9970, -17.6451, 0.3500, 0.0000, 0.0000
1.7300, 1.3600, -3.1600, 6.1856, -11.8999, 21.4200, -7.1400, -16.9493, 33.0270, -17.2645, 0.3500, 0.0000, 0.0000
1.7400, -1.5200, -3.3900, 6.1889, -23.7999, 47.5998, -2.3799, -17.0883, 32.0721, -17.0331, 0.3500, 0.0000, 0.0000
1.7500, -1.8200, 2.3800, 6.1911, -7.1402, 11.8999, 0.0000, -16.6560, 33.9558, -17.5850, 0.3500, 0.0000, 0.0000
1.7600, -1.0200, -1.6800, 6.1944, -2.3801, 7.1402, -7.1399, -17.7027, 35.3009, -17.0346, 0.3500, 0.0000, 0.0000
1.7700, -0.0200, -0.3400, 6.1944, -4.7600, 16.6602, -4.7600, -16.4668, 34.7957, -16.8018, 0.3500, 0.0000, 0.0000
1.7800, -0.5600, 3.0900, 6.1944, 7.1399, -16.6602, -9.5199, -16.2376, 36.4195, -16.3965, 0.3500, 0.0000, 0.0000
1.7900, -0.2600, 1.2200, 6.1956, -19.0399, 0.0000, 11.8999, -16.3289, 36.7672, -17.3003, 0.3500, 0.0000, 0.0000
1.8000, -0.3100, -0.4200, 6.1978, 9.5201, 23.7999, -2.3800, -17.6764, 36.2146, -17.9087, 0.3500, 0.0000, 0.0000
