time_s,x_m,y_m,phi_rad,vx_m_s,vy_m_s,omega_rad_s
0.03333333333333333,0.0003769071457164095,0.00015021874777972638,1.5605334857032895,0.014689976673415386,0.004464327349601836,-1.0199125699905873
0.043333333333333335,0.0004573838200253151,0.00017574915837482953,1.5550901439217613,0.01720612162807956,0.005143972950621535,-1.1867587737357845
0.05333333333333334,0.000617941739593744,0.00022557179863004001,1.5438385242821326,0.021709335266179006,0.006331308630514995,-1.4697818309251232
0.06333333333333334,0.0008570207237652728,0.0002973735470985684,1.5266235062493554,0.027354494092141968,0.007757960732512317,-1.7874966326227746
0.07333333333333333,0.0011706869709275673,0.0003879985629271934,1.504255808487689,0.03327542279088118,0.009161346995186202,-2.0588677753238933
0.08333333333333334,0.0015515903710633413,0.0004936656092195487,1.4787966159296153,0.03880689045039609,0.010356857998005231,-2.231789933526202
0.09333333333333335,0.001988698093806118,0.0006101658262179543,1.452977420454789,0.043572129897233094,0.011258688365702714,-2.2952246981701703
0.10333333333333333,0.002468322059385837,0.0007331666336691675,1.4288802811556764,0.04747781140051059,0.011866279432174158,-2.269096073690446
0.11333333333333334,0.0029765905391291184,0.0008587451212257422,1.406857876792173,0.05067614494739312,0.01224055223531458,-2.1776019665552933
0.12333333333333335,0.0035029583911717426,0.000984145913991987,1.3857228721636763,0.05351075195207465,0.012479114264479802,-2.022279341813919
0.13333333333333336,0.004043643113267256,0.0011084875924981617,1.3643288233600086,0.05643432671979696,0.012688708304226155,-1.7741569081660655
0.14333333333333334,0.004603512995522853,0.0012329847150884816,1.3434677196189349,0.05989779713855477,0.012955767659635641,-1.394353142499697
0.15333333333333335,0.005195211837214945,0.0013603407968177514,1.3264529690096678,0.06423680005706825,0.013323475086955125,-0.873092433701655
0.16333333333333336,0.005835542430906014,0.0014934106274743424,1.317685160756409,0.06959399429608137,0.013786349950119675,-0.2616014859593784
0.17333333333333334,0.006540583335777939,0.0016337695705188606,1.3200065110235149,0.07590527068110192,0.014307548717652566,0.32755857785742504
0.18333333333333335,0.007321741786404741,0.0017810316214018865,1.332613952825193,0.0829500845114904,0.014852466651638188,0.7576625493958938
0.19333333333333336,0.008184322435744646,0.0019334017774215017,1.3509355512359031,0.0904387959687876,0.015422449254997299,0.9247571411464826
0.20333333333333337,0.009128633266266022,0.002089207502386903,1.368491308378906,0.0980986226578177,0.01607108063046151,0.8038404602597784
0.21333333333333337,0.01015232839930703,0.002248539585845042,1.3796328166300134,0.10572972207530609,0.016894230492554632,0.45975190390622567
0.22333333333333336,0.011252376407697613,0.0024140821220190655,1.3816665251337164,0.11322488717872359,0.017998753227736707,0.018115489182367356
0.23333333333333336,0.012425906688545667,0.0025907402765859,1.375442749734086,0.12056447614336388,0.019465171317844768,-0.38737929896372336
0.24333333333333337,0.013670355972850372,0.0027843950450742836,1.3643475354046,0.1278018250361823,0.021321034191522852,-0.6647265684917946
0.25333333333333335,0.014983791159214038,0.003000481993482228,1.3524098453506406,0.1350451775088815,0.023534181413030507,-0.7880901263001088
0.26333333333333336,0.016365865305179323,0.0032430165127316796,1.3424755478751016,0.1424312912204544,0.026024259183208016,-0.789649092956017
0.2733333333333334,0.017818960475641497,0.00351428765439279,1.3352910725879008,0.15008422358560825,0.028682934641399135,-0.728193161104604
0.2833333333333334,0.0193484847253944,0.0038150652449237123,1.3298370218904836,0.1580623403085631,0.031391799193192356,-0.6539256240267944
0.2933333333333334,0.020961619668415938,0.004145000606637017,1.3245407291556792,0.16630955181055845,0.034031337756859355,-0.5878263366858112
0.3033333333333334,0.022664674443297065,0.004502889817927445,1.3185699152262687,0.17463239410260945,0.03648127626836855,-0.5232171561966409
0.31333333333333335,0.024460113579086593,0.00488661597546862,1.3123634871820156,0.1827174896480513,0.038618330016389646,-0.44360908001021415
0.32333333333333336,0.026344475712636164,0.005292775168783821,1.307192458449757,0.1901877572604489,0.040319165401777816,-0.34256899312907624
0.33333333333333337,0.028307957204001675,0.005716235020660065,1.3041726383926804,0.1966797159559161,0.041473428201273324,-0.23263860885646986
0.3433333333333334,0.03033564834404134,0.0061500139551299805,1.3034666017121528,0.2019165600296589,0.0420053463568878,-0.13929029480915386
0.3533333333333334,0.032409841454276625,0.00658580625120774,1.3042108375656607,0.20575494946008643,0.04189595144344392,-0.08587552057321994
0.3633333333333334,0.034512636339935204,0.0070151732048667455,1.305039529188855,0.2081945753953107,0.04119517485305619,-0.08013734074157321
0.3733333333333334,0.03662812196436469,0.007431000581442702,1.3048260027642695,0.20935290114301247,0.04001607831712872,-0.11023041521110355
0.3833333333333334,0.03874365957675371,0.007828628675979128,1.3031735860243738,0.2094180673012781,0.03851107057676634,-0.15136774737812425
0.3933333333333334,0.04085007084841372,0.008206188515840162,1.300443070969354,0.2085979497171737,0.0368380588378575,-0.17815891534432604
0.4033333333333334,0.0429409483337995,0.008564105506208473,1.2974490550759379,0.20708217157015885,0.03512866638132731,-0.1757061221580654
0.4133333333333334,0.04501153761615513,0.008904100834488603,1.2950216903902905,0.20502770115032082,0.03346899766824595,-0.1446214244749251
0.4233333333333334,0.047057734946353985,0.009228161697007622,1.293669829692852,0.2025698768590505,0.03189749587013491,-0.09904059647801539
0.4333333333333334,0.04907559079928392,0.009537816707557704,1.2934455867355297,0.19985198827149167,0.030417755004988153,-0.0598783236872324
0.4433333333333334,0.05106161246784751,0.009833858474321642,1.2939792945276951,0.1970602311177524,0.029019751779688484,-0.04669185014536671
0.4533333333333334,0.05301383869710791,0.010116458932079832,1.2946403341143051,0.19444853908734216,0.027701798570610545,-0.07086068770821176
0.46333333333333343,0.05493339039311128,0.010385565534118605,1.2946983171024358,0.19234017705931294,0.026486664546648112,-0.13151438915210414
