t, ax, ay, alpha, w1, w2, w3, u1, u2, u3, vbx_sp, vby_sp, wb_sp
0.0100, -0.0400, 0.0000, 6.2611, 0.0000, 0.0000, 14.2798, 0.0000, 0.2910, -1.0783, 0.3500, 0.0000, 0.0000
0.0200, -0.0400, 0.0000, 6.2611, 0.0000, 0.0000, -9.5201, -9.2377, 19.1572, -9.0254, 0.3500, 0.0000, 0.0000
0.0300, -0.0300, 0.0200, 6.2611, 0.0000, 2.3799, -4.7598, -9.5877, 19.1642, -9.4042, 0.3500, 0.0000, 0.0000
0.0400, -0.0500, 0.0000, 6.2611, 0.0000, 0.0000, 0.0000, -9.9377, 19.8848, -10.0005, 0.3500, 0.0000, 0.0000
0.0500, -0.0300, 0.0000, 6.2611, 0.0000, 0.0000, 2.3799, -10.2877, 20.7126, -10.3361, 0.3500, 0.0000, 0.0000
0.0600, -0.0400, 0.0100, 6.2611, 0.0000, -11.8999, -30.9401, -10.6377, 21.8568, -9.1086, 0.3500, 0.0000, 0.0000
0.0700, -0.0400, 0.0100, 6.2611, 0.0000, -11.8999, -4.7603, -10.9877, 21.9861, -11.0356, 0.3500, 0.0000, 0.0000
0.0800, -0.0400, 0.0100, 6.2611, 0.0000, 11.8999, 0.0000, -11.3377, 22.6755, -11.6724, 0.3500, 0.0000, 0.0000
0.0900, -0.0400, 0.0200, 6.2611, 0.0000, 16.6597, -7.1402, -11.6877, 23.3557, -11.6616, 0.3500, 0.0000, 0.0000
0.1000, -0.0400, 0.0000, 6.2611, 0.0000, 4.7603, 0.0000, -12.0377, 23.8090, -12.2587, 0.3500, 0.0000, 0.0000
0.1100, 0.4100, -0.3000, 6.2633, 0.0000, 9.5201, 7.1402, -12.3736, 23.3485, -13.1210, 0.3500, 0.0000, 0.0000
0.1200, -1.1300, 0.4100, 6.2622, 0.0000, 7.1397, 0.0000, -12.7273, 22.8168, -13.1936, 0.3500, 0.0000, 0.0000
0.1300, -1.0600, -0.7900, 6.2589, 0.0000, 11.8999, 4.7598, -13.1152, 24.4741, -13.4594, 0.3500, 0.0000, 0.0000
0.1400, 2.9700, 0.9700, 6.2544, 0.0000, 2.3799, 0.0000, -13.4276, 24.8480, -13.8209, 0.3500, 0.0000, 0.0000
0.1500, 0.3900, 0.0300, 6.2511, 0.0000, -7.1397, -9.5201, -13.8154, 26.1899, -14.1932, 0.3500, 0.0000, 0.0000
0.1600, -1.8500, -1.4900, 6.2500, 0.0000, -4.7598, 0.0000, -14.1321, 27.0170, -13.9375, 0.3500, 0.0000, 0.0000
0.1700, 0.8500, 0.1500, 6.2511, -23.7999, -4.7603, -16.6602, -14.4563, 27.7831, -14.4201, 0.3500, 0.0000, 0.0000
0.1800, -0.3900, 0.0900, 6.2511, 0.0000, 11.8999, 0.0000, -14.8501, 28.3070, -15.0289, 0.3500, 0.0000, 0.0000
0.1900, -1.3500, -0.1100, 6.2500, 0.0000, -14.2798, 4.7598, -15.2059, 29.2162, -15.7036, 0.3500, 0.0000, 0.0000
0.2000, 0.2300, 0.3600, 6.2500, 0.0000, 26.1798, 0.0000, -15.5249, 26.8496, -16.1443, 0.3500, 0.0000, 0.0000
0.2100, 0.3400, -0.1900, 6.2478, 0.0000, -2.3799, 35.7003, -15.8829, 25.0756, -17.5318, 0.3500, 0.0000, 0.0000
0.2200, 1.0800, 0.8100, 6.2456, -9.5201, 2.3804, 9.5201, -16.2323, 26.0087, -16.3626, 0.3500, 0.0000, 0.0000
0.2300, 2.0800, 0.4500, 6.2422, 0.0000, 16.6597, 0.0000, -16.5820, 23.9841, -16.6859, 0.3500, 0.0000, 0.0000
0.2400, 0.9800, 0.4900, 6.2378, 0.0000, 4.7598, -64.2600, -16.9425, 25.1397, -14.3243, 0.3500, 0.0000, 0.0000
0.2500, 0.8400, -0.4200, 6.2344, 0.0000, 9.5201, 7.1402, -17.3003, 23.0819, -17.6538, 0.3500, 0.0000, 0.0000
0.2600, 1.5100, 0.8700, 6.2289, 0.0000, 0.0000, -16.6597, -17.6561, 21.5082, -16.2881, 0.3500, 0.0000, 0.0000
0.2700, -0.3800, 0.8200, 6.2222, 0.0000, 16.6602, -7.1402, -18.0010, 21.4889, -15.4502, 0.3500, 0.0000, 0.0000
0.2800, 3.0900, 0.7900, 6.2167, 0.0000, -7.1397, -7.1402, -18.3566, 24.0946, -14.6177, 0.3500, 0.0000, 0.0000
0.2900, -2.4000, -1.6200, 6.2144, 0.0000, 19.0401, -4.7598, -18.7108, 23.5096, -13.7417, 0.3500, 0.0000, 0.0000
0.3000, 0.7200, -1.7100, 6.2133, -9.5201, 21.4200, 0.0000, -15.6720, 22.8554, -13.6765, 0.3500, 0.0000, 0.0000
0.3100, 2.5200, 1.3300, 6.2111, -26.1798, 11.8999, -23.7999, -13.1763, 23.9059, -12.2366, 0.3500, 0.0000, 0.0000
0.3200, 0.3300, 2.0900, 6.2089, 23.8004, 0.0000, -14.2798, -15.6551, 25.7142, -12.2428, 0.3500, 0.0000, 0.0000
0.3300, 1.9700, -1.4000, 6.2078, -11.8999, -4.7598, 11.8999, -14.0084, 25.5297, -12.6489, 0.3500, 0.0000, 0.0000
0.3400, 0.6800, -1.7300, 6.2089, -4.7598, 23.8004, 2.3799, -14.0534, 26.1550, -12.8731, 0.3500, 0.0000, 0.0000
0.3500, 0.9300, -0.0600, 6.2089, -2.3804, 11.8999, 11.8999, -13.3070, 25.7447, -12.2870, 0.3500, 0.0000, 0.0000
0.3600, 1.7200, 1.4300, 6.2067, -7.1402, 4.7603, -9.5201, -11.8640, 26.2678, -11.3275, 0.3500, 0.0000, 0.0000
0.3700, 0.8600, -1.3500, 6.2056, -4.7603, 0.0000, -9.5201, -11.7613, 26.3993, -11.9854, 0.3500, 0.0000, 0.0000
0.3800, 2.5700, 1.7100, 6.2044, 0.0000, 14.2798, -16.6597, -12.1385, 26.0386, -11.4721, 0.3500, 0.0000, 0.0000
0.3900, 2.1100, 0.7600, 6.2011, -16.6602, 7.1402, -2.3799, -12.4509, 26.4745, -12.1979, 0.3500, 0.0000, 0.0000
0.4000, -0.5000, -1.3800, 6.1989, 11.9004, 4.7603, -28.5597, -13.6779, 27.2801, -11.2564, 0.3500, 0.0000, 0.0000
0.4100, 0.0400, 3.7200, 6.1967, -9.5201, 21.4200, 0.0000, -12.5454, 26.5284, -13.3436, 0.3500, 0.0000, 0.0000
0.4200, 1.1000, -0.0300, 6.1944, -9.5201, 0.0000, 0.0002, -12.9403, 26.8785, -15.0767, 0.3500, 0.0000, 0.0000
0.4300, 1.6900, -2.3900, 6.1922, 0.0000, 9.5201, -9.5201, -13.6246, 25.1299, -14.6675, 0.3500, 0.0000, 0.0000
0.4400, -0.8100, -0.1800, 6.1911, -4.7598, 45.2199, -7.1402, -13.4850, 26.6702, -14.2145, 0.3500, 0.0000, 0.0000
0.4500, 0.2700, 0.9000, 6.1922, -23.7999, 11.8999, 40.4596, -12.7498, 25.9770, -14.3068, 0.3500, 0.0000, 0.0000
0.4600, -1.4300, 0.4100, 6.1922, 0.0000, 9.5201, -14.2798, -13.4536, 24.6275, -13.3961, 0.3500, 0.0000, 0.0000
0.4700, -1.0600, -0.3100, 6.1911, 14.2803, 16.6597, -11.8999, -13.6292, 23.9921, -12.9085, 0.3500, 0.0000, 0.0000
0.4800, -2.0000, -1.2200, 6.1933, 11.8999, 0.0000, -4.7603, -14.0410, 25.7918, -11.7826, 0.3500, 0.0000, 0.0000
0.4900, 1.3000, 2.6500, 6.1956, -4.7598, 16.6600, -4.7603, -14.4359, 25.1634, -12.2357, 0.3500, 0.0000, 0.0000
0.5000, 1.8900, 1.9700, 6.2000, -4.7603, -4.7600, -2.3799, -14.5894, 25.3557, -12.8027, 0.3500, 0.0000, 0.0000
0.5100, 0.7100, -1.8000, 6.2044, -2.3799, -7.1399, -11.8999, -14.9468, 25.2253, -12.5502, 0.3500, 0.0000, 0.0000
0.5200, -1.4900, 0.8700, 6.2089, -7.1402, 7.1399, -7.1402, -15.2811, 23.5616, -13.0711, 0.3500, 0.0000, 0.0000
0.5300, -1.0000, 0.4200, 6.2111, 0.0000, 21.4200, 0.0000, -15.2109, 22.7755, -13.2419, 0.3500, 0.0000, 0.0000
0.5400, -0.6200, 1.4200, 6.2133, 2.3799, 9.5201, -2.3799, -14.4299, 22.7904, -13.6269, 0.3500, 0.0000, 0.0000
0.5500, 1.5300, 0.8500, 6.2122, -21.4205, 9.5201, -4.7598, -13.6603, 22.1306, -13.9158, 0.3500, 0.0000, 0.0000
0.5600, -1.0600, -0.8700, 6.2100, -11.8999, 4.7600, -2.3804, -12.5816, 21.6447, -13.5963, 0.3500, 0.0000, 0.0000
0.5700, -1.2900, -1.3500, 6.2089, -2.3799, 23.8001, -7.1397, -14.2808, 22.9092, -13.9200, 0.3500, 0.0000, 0.0000
0.5800, 0.2900, 0.2400, 6.2089, -7.1397, 7.1399, -4.7598, -14.4726, 23.8754, -13.9163, 0.3500, 0.0000, 0.0000
0.5900, 3.2100, -0.4400, 6.2089, -2.3799, 7.1402, -2.3799, -14.7475, 25.0420, -13.7518, 0.3500, 0.0000, 0.0000
0.6000, -0.8900, -0.2600, 6.2111, 0.0000, 11.8999, 0.0000, -15.1875, 26.6776, -14.6518, 0.3500, 0.0000, 0.0000
0.6100, 0.2700, 0.4400, 6.2133, 0.0000, 4.7600, -19.0401, -15.1160, 27.4015, -14.1145, 0.3500, 0.0000, 0.0000
